@relation train_forest

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric

@data
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.940645,0.852171,0.874751,0.112299,0.585209,0.482353,0.2,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.947097,0.709511,0.779524,0.146168,0.826367,0.211765,0.2,0,0.002154
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.981935,0.762578,0.810015,0.247772,0.771704,0.223529,0.6,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.940645,0.620951,0.709628,0.135472,0.720257,0.341176,0.4,0,0.002934
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.916129,0.985872,0.986748,0.121212,0.553055,0.352941,0.355556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.947097,0.60958,0.700598,0.171123,0.678457,0.294118,0.4,0,0.00583
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.981935,0.762578,0.810015,0.247772,0.697749,0.270588,0.7,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.966452,0.80634,0.838748,0.180036,0.601286,0.6,0.5,0,0.014063
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.927742,0.925913,0.942066,0.098039,0.643087,0.352941,0.355556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.930323,0.288077,0.432391,0.099822,0.694534,0.423529,0.155556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.947097,0.709511,0.779524,0.146168,0.790997,0.235294,0.1,0,0.000495
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.912258,0.87009,0.891873,0.172906,0.385852,0.682353,0.255556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.967742,0.792557,0.829366,0.149733,0.688103,0.447059,0.4,0,0.005895
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.934194,0.31082,0.856339,0.128342,0.543408,0.364706,0.2,0,0.000303
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.923871,0.99552,0.993784,0.131907,0.450161,0.505882,0.355556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.947097,0.709511,0.779524,0.146168,0.749196,0.164706,0.155556,0,0.001128
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.892903,0.082012,0.039522,0.065954,0.279743,0.576471,0.3,0,0.003071
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.929032,0.274983,0.422657,0.299465,0.405145,0.741176,0.844444,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.923871,0.99552,0.993784,0.131907,0.450161,0.505882,0.355556,0,0.009131
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.971613,0.161268,0.108831,0.190731,0.485531,0.764706,0.455556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.945806,0.696416,0.770025,0.144385,0.543408,0.647059,0.2,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.963871,0.055824,0.023924,0.176471,0.215434,0.235294,0.844444,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.916129,0.977946,0.980532,0.180036,0.266881,0.729412,0.4,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.940645,0.620951,0.709628,0.135472,0.549839,0.541176,0.5,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.987097,0.746382,0.79993,0.320856,0.681672,0.4,0.555556,0,0.005895
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.926452,0.674363,0.752903,0.290553,0.308682,0.858824,0.5,0,0.008901
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939355,0.817023,0.847543,0.13369,0.498392,0.588235,0.4,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.912258,0.913508,0.932802,0.099822,0.488746,0.458824,0.3,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.940645,0.852171,0.874751,0.112299,0.469453,0.482353,0.3,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.979355,0.547553,0.655917,0.297683,0.504823,0.388235,0.255556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.940645,0.852171,0.874751,0.112299,0.463023,0.517647,0.255556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.941935,0.655755,0.736484,0.139037,0.569132,0.411765,0.4,0,0.075859
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.967742,0.792557,0.829366,0.149733,0.536977,0.576471,0.5,0,0.003044
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.940645,0.939697,0.951331,0.137255,0.427653,0.670588,0.844444,0,0.001778
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.967742,0.792557,0.829366,0.149733,0.536977,0.576471,0.5,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.967742,0.792557,0.829366,0.149733,0.536977,0.576471,0.5,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.932903,0.948312,0.958368,0.12656,0.395498,0.717647,0.8,0,0.003401
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.727742,0.011371,0.009734,0.033868,0.07717,0.788235,0.655556,0,0.004941
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.727742,0.011371,0.009734,0.033868,0.093248,0.729412,0.555556,0,0.001962
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.784516,0.008615,0.008678,0.032086,0.07717,0.517647,0.055556,0,0.00627
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.883871,0.048243,0.03401,0.12656,0.257235,0.352941,0.6,0,0.002915
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.922581,0.059959,0.038935,0.130125,0.289389,0.305882,0.555556,0,0.005088
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.936774,0.067195,0.04175,0.151515,0.356913,0.141176,0.355556,0,0.00606
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.932903,0.04652,0.020758,0.219251,0.369775,0.211765,1,0,0.056039
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.932903,0.04652,0.020758,0.219251,0.495177,0.141176,0.6,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.914839,0.083735,0.077167,0.101604,0.508039,0.294118,0.4,0,0.035276
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.896774,0.327705,0.259294,0.083779,0.389068,0.752941,0.4,0,0.001778
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.926452,0.206754,0.286971,0.167558,0.717042,0.411765,0.3,0,0.064464
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.95871,0.353894,0.362144,0.192513,0.778135,0.235294,0.255556,0,0.009241
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.967742,0.415575,0.401431,0.320856,0.659164,0.294118,1,0,0.002924
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.965161,0.290145,0.45397,0.176471,0.803859,0.152941,0.1,0,0.001613
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.967742,0.345279,0.487276,0.262032,0.768489,0.352941,0.4,0,0.006747
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.967742,0.345279,0.487276,0.262032,0.514469,0.788235,0.455556,0,0.002026
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.909677,0.354238,0.496892,0.114082,0.655949,0.494118,0.5,0,0.255335
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.96129,0.39042,0.647473,0.16934,0.900322,0.117647,0.455556,0,0.002521
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.96129,0.39042,0.647473,0.16934,0.900322,0.082353,0.5,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.983226,0.44521,0.679254,0.251337,0.681672,0.294118,0.6,0,0.001183
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.983226,0.44521,0.679254,0.251337,0.926045,0.141176,0.555556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.983226,0.44521,0.679254,0.251337,0.993569,0.117647,0.4,0,0.024229
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.984516,0.463129,0.690043,0.379679,0.913183,0.152941,0.355556,0,0.001898
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.985806,0.483115,0.701184,0.315508,0.70418,0.329412,0.655556,0,0.001833
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.985806,0.483115,0.701184,0.315508,0.778135,0.223529,0.355556,0,0.015034
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.985806,0.483115,0.701184,0.315508,0.553055,0.658824,0.8,0,0.042811
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.985806,0.483115,0.701184,0.315508,0.59164,0.505882,0.1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.985806,0.483115,0.701184,0.315508,0.85209,0.211765,0.4,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.994839,0.519986,0.722646,0.245989,0.971061,0.070588,0.455556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.996129,0.540662,0.733787,0.201426,0.971061,0.141176,0.2,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.996129,0.540662,0.733787,0.201426,0.813505,0.164706,0.455556,0,0.039713
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.997419,0.561337,0.744811,0.249554,0.919614,0.176471,0.5,0,0.007875
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.600965,0.766858,0.299465,0.697749,0.317647,0.2,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.600965,0.766858,0.299465,0.977492,0.129412,0.3,0,0.002539
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99871,0.620262,0.777882,0.254902,0.967846,0.141176,0.2,0,0.013458
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99871,0.620262,0.777882,0.254902,1,0.129412,0.255556,0,0.037164
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99871,0.620262,0.777882,0.254902,0.807074,0.564706,0.5,1,0.009919
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99871,0.620262,0.777882,0.254902,0.623794,0.588235,0.5,0.125,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99871,0.620262,0.777882,0.254902,0.623794,0.588235,0.5,0.125,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99871,0.620262,0.777882,0.254902,0.594855,0.635294,0.5,0.0625,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.978065,0.476568,0.798874,0.356506,0.868167,0.176471,0.5,0,0.001788
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.978065,0.476568,0.798874,0.356506,0.858521,0.164706,0.5,0,0.04546
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.932903,0.55858,0.863727,0.180036,0.787781,0.235294,0.155556,0,0.005317
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.932903,0.57133,0.873343,0.12656,0.524116,0.682353,0.9,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.932903,0.57133,0.873343,0.12656,0.762058,0.305882,0.355556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.932903,0.57133,0.873343,0.12656,0.762058,0.305882,0.355556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.932903,0.57133,0.873343,0.12656,0.607717,0.658824,0.8,0.21875,0.001989
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.870968,0.086492,0.101325,0.090909,0.192926,0.423529,0.7,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.927742,0.118194,0.775419,0.11943,0.508039,0.211765,0.055556,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.927742,0.146795,0.796294,0.11943,0.398714,0.211765,0.1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.941935,0.110958,0.081623,0.160428,0.196141,0.964706,0.4,0.03125,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.910968,0.172984,0.11059,0.171123,0.29582,0.988235,0.155556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.949677,0.290145,0.563035,0.262032,0.643087,0.164706,0.555556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.949677,0.30255,0.571948,0.151515,0.70418,0.141176,0.3,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939355,0.497243,0.703999,0.190731,0.186495,0.835294,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.932903,0.442453,0.802979,0.124777,0.350482,0.564706,0.555556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.952258,0.299449,0.810015,0.12656,0.662379,0.294118,0.4,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.952258,0.299449,0.810015,0.12656,0.501608,0.423529,0.755556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.956129,0.248449,0.826903,0.402852,0.549839,0.270588,0.4,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.578065,0.240179,0.770963,0.01426,0.475884,0.670588,0.7,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.931613,0.432116,0.795825,0.124777,0.614148,0.317647,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.957419,0.455548,0.811188,0.163993,0.778135,0.070588,0.455556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.962581,0.482771,0.827958,0.247772,0.665595,0.341176,0.555556,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.941935,0.119573,0.085493,0.139037,0.414791,0.141176,0.555556,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.854194,0.109235,0.769673,0.053476,0.466238,0.376471,0.5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.909677,0.09235,0.073766,0.112299,0.440514,0.235294,0.4,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.872258,0.090627,0.104609,0.090909,0.228296,0.341176,0.455556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.932903,0.442453,0.802979,0.124777,0.517685,0.294118,0.255556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.943226,0.266713,0.840155,0.163993,0.543408,0.270588,0.255556,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.975484,0.32805,0.225284,1,0.604502,0.341176,0.455556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.922581,0.37836,0.620969,0.110517,0.55627,0.329412,0.6,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.965161,0.476568,0.687581,0.361854,0.691318,0.2,0.6,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.938065,0.486906,0.696024,0.188948,0.453376,0.529412,0.555556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.950968,0.402481,0.774129,0.217469,0.540193,0.223529,0.6,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.931613,0.432116,0.795825,0.124777,0.553055,0.388235,0.1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.963871,0.497243,0.836754,0.144385,0.900322,0.105882,0.255556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.965161,0.510682,0.845198,0.144385,0.662379,0.282353,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.975484,0.289456,0.802627,0.283422,0.745981,0.105882,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.901935,0.312543,0.823267,0.12656,0.289389,0.741176,0.8,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.901935,0.236389,0.819632,0.103387,0.59164,0.258824,0.155556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.941935,0.25672,0.833118,0.139037,0.498392,0.282353,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.943226,0.266713,0.840155,0.163993,0.610932,0.2,0.255556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.923871,0.274294,0.847074,0.112299,0.514469,0.552941,0.455556,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.927742,0.118194,0.775419,0.11943,0.62701,0.105882,0.455556,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.92,0.139214,0.791251,0.15508,0.292605,0.529412,0.555556,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.927742,0.146795,0.796294,0.11943,0.501608,0.141176,0.4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.895484,0.084769,0.070013,0.067736,0.382637,0.329412,0.255556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.784516,0.205031,0.420781,0.026738,0.678457,0.258824,0.3,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.922581,0.330117,0.722763,0.158645,0.5209,0.317647,0.7,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.981935,0.3694,0.749619,0.30303,0.463023,0.458824,0.555556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.952258,0.299449,0.810015,0.12656,0.559486,0.388235,0.255556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.92129,0.281875,0.853524,0.110517,0.344051,0.694118,0.5,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.975484,0.289456,0.802627,0.283422,0.762058,0.105882,0.4,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.931613,0.432116,0.795825,0.124777,0.401929,0.647059,0.355556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.974194,0.210889,0.510144,0.196078,0.66881,0.247059,0.3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.883871,0.078567,0.066612,0.073084,0.308682,0.235294,0.155556,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.889032,0.176085,0.112466,0.089127,0.282958,0.364706,0.6,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957419,0.468298,0.819163,0.163993,0.598071,0.023529,0.1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.922581,0.339421,0.730972,0.112299,0.620579,0.223529,0.2,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.947097,0.379394,0.757828,0.171123,0.585209,0.317647,0.5,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.947097,0.379394,0.757828,0.171123,0.585209,0.317647,0.5,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.941935,0.390076,0.766272,0.112299,0.495177,0.352941,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957419,0.468298,0.819163,0.163993,0.819936,0.105882,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.923871,0.274294,0.847074,0.112299,0.501608,0.564706,0.5,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.953548,0.156444,0.802041,0.156863,0.37299,0.411765,0.255556,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.842581,0.028256,0.030609,0.037433,0.376206,0.294118,0.555556,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.876129,0.041695,0.041163,0.094474,0.324759,0.423529,0.055556,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.910968,0.172984,0.11059,0.171123,0.299035,0.282353,0.6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.910968,0.172984,0.11059,0.171123,0.106109,0.517647,0.655556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.95871,0.255686,0.537938,0.137255,0.533762,0.235294,0.5,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.922581,0.339421,0.730972,0.112299,0.598071,0.211765,0.255556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.934194,0.351826,0.739885,0.103387,0.672026,0.188235,0.3,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.941935,0.390076,0.766272,0.112299,0.527331,0.341176,0.455556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.950968,0.402481,0.774129,0.217469,0.66881,0.258824,0.455556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.950968,0.402481,0.774129,0.217469,0.559486,0.211765,0.555556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.950968,0.402481,0.774129,0.217469,0.559486,0.211765,0.655556,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.941935,0.110958,0.081623,0.160428,0.482315,0.129412,0.455556,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.935484,0.162646,0.10543,0.222816,0.437299,0.141176,0.8,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.975484,0.289456,0.802627,0.283422,0.498392,0.258824,0.355556,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.941935,0.110958,0.081623,0.160428,0.430868,0.117647,0.655556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.904516,0.50379,0.711387,0.160428,0.485531,0.329412,0.455556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.962581,0.482771,0.827958,0.247772,0.81672,0.176471,0.1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.845161,0.019642,0.02193,0.137255,0.144695,0.752941,0.3,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.876129,0.041695,0.041163,0.094474,0.434084,0.329412,0.3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.889032,0.176085,0.112466,0.089127,0.196141,0.670588,0.3,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.92129,0.368367,0.612056,0.222816,0.401929,0.6,0.255556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.932903,0.413853,0.649349,0.124777,0.623794,0.047059,0.7,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.938065,0.486906,0.696024,0.188948,0.55627,0.282353,0.655556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.922581,0.339421,0.730972,0.112299,0.504823,0.341176,0.2,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.981935,0.3694,0.749619,0.30303,0.527331,0.423529,0.455556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.947097,0.379394,0.757828,0.171123,0.463023,0.376471,0.055556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.941935,0.390076,0.766272,0.112299,0.578778,0.352941,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957419,0.468298,0.819163,0.163993,0.620579,0,0.055556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957419,0.468298,0.819163,0.163993,0.745981,0.141176,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957419,0.468298,0.819163,0.163993,0.649518,0.223529,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.965161,0.510682,0.845198,0.144385,0.742765,0.247059,0.355556,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.941935,0.119573,0.085493,0.139037,0.488746,0.117647,0.5,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.922581,0.330117,0.722763,0.158645,0.401929,0.517647,0.6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.941935,0.119573,0.085493,0.139037,0.488746,0.105882,0.555556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.949677,0.290145,0.563035,0.262032,0.598071,0.2,0.655556,0,0
